"Fintepla","Zogenix, Inc.","fenfluramine","https://fintepla.com/","https://www.fintepla.com/wp-content/themes/fintepla/img/fintepla-logo.svg","https://www.ucb-usa.com/fintepla-prescribing-information.pdf, https://www.ucb-usa.com/fintepla-medication-guide.pdf, /wp-content/themes/fintepla/img/FINTEPLA_DS_Discussion_Guide-2.pdf, https://zogenix.com/pi/Fintepla-prescribing-information.pdf, https://zogenix.com/mg/Fintepla-medication-guide.pdf"
"Fyarro","Aadi Bioscience, Inc.","sirolimus albumin-bound","https://fyarro.com/","https://fyarro.com/images/topo/new/FYARRO_Logo_RGB_SM.png","images/prescribing/prescribing-information.pdf, images/prescribing/prescribing-information.pdf, images/prescribing/prescribing-information.pdf, images/prescribing/prescribing-information.pdf, images/prescribing/prescribing-information.pdf"
"Grastek","","","https://grastek.com/","https://cdn.shopify.com/s/files/1/0570/1019/2474/files/icon-firstaid_1cf65a11-921d-4b35-9ba4-1c97bec0fde5.svg","https://cdn.shopify.com/s/files/1/0570/1019/2474/files/USPI_US_Grastek-revised-12-2019.pdf?v=1661431167, https://cdn.shopify.com/s/files/1/0570/1019/2474/files/USMG_US_grastek-revised-6-2019.pdf?v=1661431167"
"Hibiclens","Molnlycke Health Care","chlorhexidine gluconate","https://hibiclens.com","https://a2.adform.net/Serving/TrackPoint/?pm=2067761","-"
"Iheezo","Harrow Health, Inc.","chloroprocaine hydrochloride","https://iheezo.com","https://iheezo.comimg/header-logo.png","https://www.iheezo.com/prescribinginformation.pdf, https://www.iheezo.com/prescribinginformation.pdf"
"Kimyrsa","Melinta Therapeutics","oritavancin","https://kimyrsa.com/","https://kimyrsa.com/wp-content/uploads/2021/07/logo.png","/wp-content/uploads/2021/03/kimyrsa-us-prescribing-information.pdf, https://www.orbactiv.com/pdfs/orbactiv-prescribing-information.pdf, ../wp-content/uploads/2021/03/kimyrsa-us-prescribing-information.pdf"
"Likmez","","","https://likmez.com/","https://likmez.com/wp-content/uploads/2024/05/cropped-likmez-logo_reg-250x83.png","/wp-content/uploads/2024/05/final-labeling-text-Kesin-01-2024-reg.pdf, /wp-content/uploads/2024/05/Kesin_label-1-reg.pdf"
"Liqrev","","","https://liqrev.com/","https://tadliq.com/wp-content/uploads/2022/10/tadliq-logo.svg","https://tadliq.com/prescribing-information/, https://tadliq.com/prescribing-information"
"Luxturna","Spark Therapeutics","voretigene neparvovec-rzyl","https://luxturna.com","https://luxturna.com/uploads/2022/12/logo-luxturna.svg","https://sparktx.com/LUXTURNA_US_Prescribing_Information.pdf"
"Mytesi","Napo Pharmaceuticals, Inc.","crofelemer","https://mytesi.com/","https://www.facebook.com/tr?id=3207212339543761&ev=PageView&noscript=1","https://mytesi.com/wp-content/uploads/2022/02/mytesi-patient-diarrhea-discussion-guide.pdf, https://mytesi.com/wp-content/uploads/2022/02/np-367-1-mytesi-full-prescribing-information-11-2020.pdf"
"Nextstellis","Mithra Pharmaceuticals","drospirenone and estetrol","https://nextstellis.com","-","-"
"Ojjaara","","","https://ojjaara.com/","https://ojjaara.com//content/dam/cf-pharma/dtc-ojjaara-v2/en_US/pill-bottle-icon.svg","https://gskpro.com/content/dam/global/hcpportal/en_US/Prescribing_Information/Ojjaara/pdf/OJJAARA-PI-PIL.PDF, https://gskpro.com/content/dam/global/hcpportal/en_US/Prescribing_Information/Ojjaara/pdf/OJJAARA-PI-PIL.PDF#nameddest=PIL"
"Omidria","Omeros Corporation","phenylephrine and ketorolac injection","https://omidria.com/","https://omidria.com//static/media/images/omidria-header-logo-mobile.original.png","/documents/2/OMIDRIA-Prescribing-Information.pdf, /documents/3/OMIDRIA-Patient-Brochure.pdf, https://www.omidria.com/documents/2/OMIDRIA-Prescribing-Information.pdf, https://www.omidria.com/documents/2/OMIDRIA-Prescribing-Information.pdf, https://www.omidriahcp.com/documents/8/OMIDRIA-Prescribing-Information.pdf"
"Qdolo","Athena Bioscience","tramadol hydrochloride","https://qdolo.com","https://qdolo.com/wp-content/themes/qdolo/images/qdolo-logo-outlined.svg","-, -, -, -"
"Qsymia","VIVUS, Inc.","phentermine and topiramate","https://qsymia.com/","https://qsymia.com//patient/include/image/global/icon-dollar.svg","/patient/include/media/pdf/prescribing-information.pdf?v=0422, /patient/include/media/pdf/medication-guide.pdf?v=MAR2022, /patient/include/media/pdf/Qsymia-Risk-of-Birth-Defects.pdf?v=MAR2022"
"Recothrom","Baxter Healthcare Corporation","Thrombin, topical (recombinant)","https://recothrom.com","-","-"
"Subvenite","","","https://subvenite.com/patient/","https://subvenite.com/wp-content/uploads/Subvenite_Logo@1x.png","https://subvenite.com/wp-content/uploads/SUBVENITE-Tab_Outsert-8091728.pdf, https://subvenite.com/wp-content/uploads/Subvenite-ISI-02-2023.pdf, https://subvenite.com/wp-content/uploads/SUBVENITE_Med_Guide-8091729.pdf"
"Tadliq","","","https://tadliq.com/","https://tadliq.com/wp-content/uploads/2022/10/tadliq-logo.svg","https://tadliq.com/prescribing-information/, https://tadliq.com/resources/educational-brochure/, https://tadliq.com/resources/sds/"
"Tyblume","","","https://tyblume.com/","https://tyblume.com/wp-content/uploads/2022/04/tyblume_logo.svg","/wp-content/uploads/2020/11/Tyblume-Prescribing-Information-2.pdf, /wp-content/uploads/2020/11/Tyblume-Patient-Information.pdf"
"Ultomiris","Alexion Pharmaceuticals, Inc.","ravulizumab-cwvz","https://ultomiris.com","https://ultomiris.com/-/media/Ultomiris_Indication/Images/ultomiris-logo","https://alexion.com/Documents/Ultomiris_USPI.pdf, https://ultomirishcp.com/Pdf/ULTOMIRIS-Med-Guide.pdf"
"Vigadrone","Lundbeck","vigabatrin","https://vigadrone.com","https://vigadrone.com/wp-content/themes/vigabatrin/assets/svg/vig_combo_left (1).svg","https://d2qlf6ddbqnskc.cloudfront.net/5483660c-383a-4019-89c4-2c9c2aba50f2/2d8c8cf1-ecc3-4908-85a3-c3073bbb9dbe/2d8c8cf1-ecc3-4908-85a3-c3073bbb9dbe_viewable_rendition__v.pdf, https://d2qlf6ddbqnskc.cloudfront.net/5483660c-383a-4019-89c4-2c9c2aba50f2/f84e0fb0-c077-4479-81a8-d09ef9ac45d9/f84e0fb0-c077-4479-81a8-d09ef9ac45d9_viewable_rendition__v.pdf, http://www.upsher-smith.com/wp-content/uploads/QXR-MktgInsert.pdf, http://www.upsher-smith.com/wp-content/uploads/QXR-MedGuide.pdf, https://d2qlf6ddbqnskc.cloudfront.net/5483660c-383a-4019-89c4-2c9c2aba50f2/2d8c8cf1-ecc3-4908-85a3-c3073bbb9dbe/2d8c8cf1-ecc3-4908-85a3-c3073bbb9dbe_viewable_rendition__v.pdf"
"Vyjuvek","Krystal Biotech, Inc.","beremagene geperpavec","https://vyjuvek.com","https://www.vyjuvek.com/wp-content/themes/Vyjuvek-Patient/images/vyjuvek-logo.svg","https://www.krystallabel.com/pdf/vyjuvek-us-pi.pdf, http://www.vyjuvek.com//pdf/patient-brochure.pdf"
"Vyvgart Hytrulo","argenx","efgartigimod alfa-fcab","https://vyvgart.com","https://vyvgart.com/content/dam/brand-site-patient/vyvgart-master-brand/logos/VYVGART-Hytrulo-RGB-Full-Color-Extended.svg","https://www.argenx.com/product/vyvgart-hytrulo-prescribing-information.pdf, https://www.argenx.com/product/vyvgart-hytrulo-prescribing-information.pdf, https://www.argenx.com/product/vyvgart-hytrulo-prescribing-information.pdf, https://www.argenx.com/product/vyvgart-hytrulo-prescribing-information.pdf, https://www.argenx.com/product/vyvgart-hytrulo-prescribing-information.pdf"
"Clinpro 5000","3M","Sodium Fluoride","https://www.3m.com/3M/en_US/p/d/v000057860/","-","-"
"Abilify Asimtufii","Otsuka Pharmaceutical Co., Ltd.","aripiprazole","https://www.abilify.com","https://www.abilify.com/themes/custom/abilify/logo.svg","http://otsuka-us.com/products/Documents/Abilify.PI.pdf, http://www.otsuka-us.com/Products/Documents/medguide_abilify.pdf, /documents/03US19EBC0011_ABILIFY_Text_Enrollment_Download_Page.pdf, /documents/ABILIFY-SavingsCard.pdf, https://www.otsuka-us.com/media/static/Abilify-PI.pdf, https://www.otsuka-us.com/media/static/Abilify-MedGuide.pdf, https://otsuka-us.com/media/static/Abilify-PI.pdf, https://otsuka-us.com/media/static/Abilify-MedGuide.pdf, https://otsuka-us.com/media/static/Abilify-PI.pdf, https://otsuka-us.com/media/static/Abilify-MedGuide.pdf"
"Abilify Maintena","Otsuka Pharmaceutical Co., Ltd.","aripiprazole","https://www.abilifymaintena.com","https://www.abilifymaintena.com/sites/g/files/qhldwo8951/files/abilify_maintena_logo_with_tag%403x.png","https://www.otsuka-us.com/media/static/Abilify-M-PI.pdf, https://www.otsuka-us.com/media/static/AbilifyM-MedGuide.pdf"
"Abilify Mycite","Otsuka Pharmaceutical Co., Ltd.","aripiprazole","https://www.abilifymycite.com","https://www.abilifymycite.com/sites/g/files/qhldwo9256/themes/site/themes/custom/new_otsuka_abilifymycite_hcc/legacy/assets/build/img/logo/AbilifyMyCite_Logo-dosing_RGB.png","https://www.otsuka-us.com/media/static/ABILIFY-MYCITE-PI.pdf?_ga=2.173395299.1526009820.1611183941-2033576871.1535760228, https://www.otsuka-us.com/media/static/ABILIFY-MYCITE-MEDGUIDE.pdf?_ga=2.173395299.1526009820.1611183941-2033576871.1535760228, https://www.otsuka-us.com/media/static/ABILIFY-MYCITE-PI.pdf, https://www.otsuka-us.com/media/static/ABILIFY-MYCITE-MEDGUIDE.pdf"
"Abrysvo","Pfizer Inc.","Respiratory Syncytial Virus Vaccine","https://www.abrysvo.com","https://www.abrysvo.com./media_1b4966b9b89ac0b364b9fc77591ba911e4347550d.jpeg?width=750&format=jpeg&optimize=medium","-"
"Absorica Ld","Sun Pharmaceutical Industries Inc.","isotretinoin","https://www.absorica.com","https://www.absorica.com/images/Absorica_Logo_RGB.svg","/pdfs/Absorica_Prescribing_Information.pdf, /pdfs/Absorica-Medication-Guide.pdf"
"Acanya","Bausch Health US, LLC","clindamycin phosphate and benzoyl peroxide","https://www.acanya.com","-","-"
"Accrufer","Shield Therapeutics","ferric maltol","https://www.accrufer.com/","https://www.accrufer.com//sites/default/files/2024-07/hero-slide-1_1.png","-"
"Actemra","Genentech, Inc.","tocilizumab","https://www.actemra.com/","https://www.actemra.com//content/dam/gene/actemra/logos/logo-actemra.genecoreimg.750.png","http://www.gene.com/download/pdf/actemra_medguide.pdf, http://www.gene.com/download/pdf/Actemra_IFU.pdf, http://www.gene.com/download/pdf/actemra_prescribing.pdf, https://www.gene.com/download/pdf/actemra_prescribing_es.pdf, https://www.gene.com/download/pdf/actemra_prescribing.pdf, https://www.gene.com/download/pdf/actemra_medguide.pdf, https://www.gene.com/download/pdf/actemra_eua_patient_fact_sheet.pdf"
"Acthar","Mallinckrodt Pharmaceuticals","corticotropin","https://www.acthar.com","https://www.acthar.com/globalassets/global/close-btn.svg","/Static/pdf/Acthar-PI.pdf, /Static/pdf/Acthar-PI-Spanish.pdf, /Static/pdf/80-ifu.pdf, /Static/pdf/80-ifu-spanish.pdf, /Static/pdf/40-ifu.pdf, /Static/pdf/40-ifu-spanish.pdf, /Static/pdf/80-qrg.pdf, /Static/pdf/80-qrg-spanish.pdf, /Static/pdf/40-qrg.pdf, /Static/pdf/40-qrg-spanish.pdf, /Static/pdf/IS_Medication_Guide.pdf, /globalassets/pdfs/acthar-medication-guide-spanish.pdf"
"Actimmune","Horizon Therapeutics","interferon gamma-1b","https://www.actimmune.com","https://www.actimmune.com/images/logo-actimmune.svg","https://www.hzndocs.com/ACTIMMUNE-Prescribing-Information.pdf, https://www.hzndocs.com/ACTIMMUNE-Information-for-the-Patient-Caregiver.pdf, https://www.hzndocs.com/ACTIMMUNE-Patient-Enrollment-Form.pdf, /pdf/CGD-Facts.pdf, https://www.hzndocs.com/ACTIMMUNE-Managing-Side-Effects.pdf"
"Activase","Genentech, Inc.","alteplase","https://www.activase.com","https://www.activase.com/content/dam/gene/activase/logos/activase_logo_black.genecoreimg.750.png","https://www.gene.com/download/pdf/activase_prescribing.pdf, https://www.gene.com/download/pdf/activase_ifu.pdf"
"Cathflo Activase","Genentech, Inc.","alteplase","https://www.activase.com","https://www.activase.com/content/dam/gene/activase/logos/activase_logo_black.genecoreimg.750.png","https://www.gene.com/download/pdf/activase_prescribing.pdf, https://www.gene.com/download/pdf/activase_ifu.pdf"
"Adbry","LEO Pharma Inc.","tralokinumab-ldrm","https://www.adbry.com","https://mc-df05ef79-e68e-4c65-8ea2-953494-cdn-endpoint.azureedge.net/-/media/us/adbry/logo/adbry_r_rgbx.png?rev=0766aacb3fa643409ca84933f1afb6c1","https://www.leo-pharma.us/adbrypi#page=19, https://www.leo-pharma.us/AdbryPI#page=22, https://www.leo-pharma.us/AdbryPI"
"Adcetris","Seagen Inc.","brentuximab vedotin","https://www.adcetris.com","data:image/svg+xml,%3csvg%20xmlns=%27http://www.w3.org/2000/svg%27%20version=%271.1%27%20width=%27197%27%20height=%2761%27/%3e","https://docs.seagen.com/Adcetris_Full_Ltr_Master.pdf , https://docs.seagen.com/ADCETRIS-Important-Facts-Document.pdf, https://docs.seagen.com/ADCETRIS-Important-Facts-Document.pdf"
"Adempas","Bayer","riociguat","https://www.adempas-us.com/","https://www.adempas-us.com//sites/g/files/vrxlpx52481/files/2021-01/Adempas-logo.png",""
"Adlarity","Corium, Inc.","donepezil transdermal system","https://www.adlarity.com/","https://www.adlarity.com//assets/img/logos/adlarity-logo.svg","https://www.corium.com/products/ADLARITY/patient-info.pdf, https://www.adlarity.com/assets/pdf/ifu.pdf, https://corium.com/products/ADLARITY/ADLARITY_PI_ENGLISH_US.pdf"
"Aduhelm","Biogen Inc.","aducanumab-avwa","https://www.aduhelm.com","https://www.aduhelm.com/content/dam/commercial/aduhelm/pat/en-us/images/logos/logo-aduhelm.png","https://www.biogencdn.com/us/aduhelm-pi.pdf, https://www.biogencdn.com/us/aduhelm-medication-guide.pdf"
"Advate","Takeda Pharmaceutical Company Limited","Antihemophilic Factor (Recombinant)","https://www.advate.com","https://www.advate.comdist/images/hero/mural.png","https://www.shirecontent.com/PI/PDFs/ADVATE_USA_ENG.pdf"
"Afrezza","MannKind Corporation","insulin human","https://www.afrezza.com","https://www.facebook.com/tr?id=258179892283976&ev=PageView&noscript=1","https://afrezza.com/wp-content/uploads/2023/02/Medication-Guide-Feb-2023.pdf, https://afrezza.com/wp-content/uploads/2023/02/Full-Prescribing-Information-Feb-2023-1.pdf"
"Afstyla","CSL Behring","lonoctocog alfa","https://www.afstyla.com","https://www.afstyla.com/common/images/logoAfstyla.png","http://labeling.cslbehring.com/PI/US/Afstyla/EN/Afstyla-Prescribing-Information.pdf, http://labeling.cslbehring.com/PI/US/Afstyla/EN/Afstyla-Prescribing-Information.pdf"
"Aimovig","Amgen Inc.","erenumab-aooe","https://www.aimovig.com/","-","-"
"Airduo Digihaler","Teva Pharmaceuticals","fluticasone propionate and salmeterol","https://www.airduodigihaler.com","-","-"
"Airsupra","AstraZeneca","albuterol/budesonide","https://www.airsupra.com","https://www.airsupra.com/content/dam/intelligentcontent/brands/airsupra-dtc/us/en/images/phase5/global/cookie-close-icon.svg","/instructions-for-use.pdf, -, -"
"Ajovy","Teva Pharmaceuticals","fremanezumab-vfrm","https://www.ajovy.com/","https://www.ajovy.com//globalassets/ajovy/layout-images/fb-icon_default.png","pdf_url1: /globalassets/ajovy/ajovy-pi.pdf, pdf_url2: /globalassets/ajovy/migraine-tracker.pdf, pdf_url3: /globalassets/ajovy/doctor-discussion-guide.pdf, pdf_url4: /globalassets/ajovy/getting-started-with-ajovy.pdf, pdf_url5: /globalassets/ajovy/ajovy-pi.pdf#page=5, pdf_url6: /globalassets/ajovy/ajovy-sharps-disposal-brochure.pdf"
"Akeega","Janssen Pharmaceuticals, Inc.","niraparib and abiraterone acetate","https://www.akeega.com","https://www.akeega.com/_next/static/media/download_mobile.311a97ae.png","https://www.janssenlabels.com/package-insert/product-monograph/prescribing-information/AKEEGA-pi.pdf, https://www.janssenlabels.com/package-insert/product-monograph/prescribing-information/AKEEGA-pi.pdf, documents/AKEEGA-Patient-Branded-What-to-Expect-Brochure.pdf"
"Aklief","Galderma Laboratories, L.P.","trifarotene","https://www.aklief.com","https://www.aklief.com/content/images/aklief-logo.png","/content/pdf/doctor-discussion-guide.pdf"
"Akynzeo","Helsinn Therapeutics (U.S.), Inc.","netupitant and palonosetron","https://www.akynzeo.com/","https://www.akynzeo.com//images/akynzeo-logo-text.svg","/assets/pdf/Akynzeo-USPI.pdf, /assets/pdf/Akynzeo-USPI.pdf, /assets/pdf/Akynzeo-USPI.pdf, /assets/pdf/Akynzeo-USPI.pdf"
"Alecensa","Genentech, Inc.","alectinib","https://www.alecensa.com","https://www.alecensa.com/content/dam/gene/alecensa/logos/alecensa-logo.genecoreimg.750.png","https://www.gene.com/download/pdf/alecensa_prescribing.pdf, https://www.gene.com/download/pdf/alecensa_patientinfo.pdf"
"Aliqopa","Bayer HealthCare Pharmaceuticals Inc.","copanlisib","https://www.aliqopa.com","-","-"
"Alkindi","Diurnal Group plc","hydrocortisone","https://www.alkindi.com","-","-"
"Alphagan P","Allergan, Inc.","brimonidine tartrate","https://www.allergan.com/products/eye-care/alphagan-p","-","-"
"Alprolix","Bioverativ, a Sanofi company","eftrenonacog alfa","https://www.alprolix.com","https://www.alprolix.com/_assets/images/alprolix-logo_4c-01.svg","https://products.sanofi.us/Alprolix/alprolix.pdf, /_assets/pdf/alprolix_instructions-for-use.pdf, https://products.sanofi.us/Resources/US_COR_14_05_008_Counterfeit_Brochure.pdf"
"Altuviiio","Sanofi","efanesoctocog alfa","https://www.altuviiio.com","https://cdn.prod.accelerator.sanofi/altuviiio/icons/chevron.svg","https://products.sanofi.us/altuviiio/altuviiio.pdf, /altuviiio/assets/pdf/altuviiio-instructions-for-use.pdf, https://products.sanofi.us/altuviiio/altuviiio.pdf, https://products.sanofi.us/Resources/US_COR_14_05_008_Counterfeit_Brochure.pdf, https://products.sanofi.us/altuviiio/altuviiio.pdf, https://products.sanofi.us/Resources/US_COR_14_05_008_Counterfeit_Brochure.pdf"
"Alunbrig","Takeda Pharmaceuticals","brigatinib","https://www.alunbrig.com","https://www.alunbrig.com/sites/default/files/2024-08/alunbrig_logo_rgb_dosing_us-1.png","/sites/default/files/2022-10/patient-information.pdf, /sites/default/files/2022-10/prescribing-information.pdf, /sites/default/files/2022-10/patient-information.pdf, /sites/default/files/2022-10/prescribing-information.pdf, /sites/default/files/2022-10/patient-information.pdf, /sites/default/files/2022-10/prescribing-information.pdf"
"Alvesco","Covis Pharma","ciclesonide","https://www.alvesco.us","https://www.alvesco.us/images/alvesco-logo.png","_resources/Alvesco-IFU.pdf"
"Ambisome","Gilead Sciences, Inc.","amphotericin B liposome","https://www.ambisome.com","https://www.ambisome.com/Content/img/ambisome-amphotericin-b-liposome-for-injection-logo.png","http://www.astellas.us/docs/ambisome.pdf, http://www.astellas.us/docs/ambisome.pdf"
"Ameluz","Biofrontera Inc.","aminolevulinic acid hydrochloride","https://www.ameluz.com/us/","-","-"
"Parsabiv","Amgen Inc.","etelcalcetide","https://www.amgen.com/products/product/parsabiv","-","-"
"Amjevita","Amgen Inc.","adalimumab-atto","https://www.amjevita.com","https://www.amjevita.com-/media/Themes/Amgen/Amjevita-com/Amjevita-com/images/global/AMJEVITA_Logo.svg?h=369&w=739&la=en&hash=F1FC1C8D3A4553BA22BD0BDE61A718D3","https://www.pi.amgen.com/united_states/amjevita/amjevita_scifu.pdf, https://www.pi.amgen.com/united_states/amjevita/amjevita_pfsifu.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_pi_hcp_english.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_mg.pdf, https://www.pi.amgen.com/united_states/amjevita/amjevita_scifu.pdf, https://www.pi.amgen.com/united_states/amjevita/amjevita_sdvifu.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_pi_hcp_english.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_mg.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_pi_hcp_english.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_mg.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_pi_hcp_english.pdf, https://www.pi.amgen.com/united_states/amjevita/AMJEVITA_mg.pdf"
"Ampyra","Acorda Therapeutics, Inc.","dalfampridine","https://www.ampyra.com","https://www.ampyra.com/Content/Img/logo-ampyra.png","/medication-guide.pdf?v=2, /prescribing-information.pdf?v=2"
"Amvuttra","Alnylam Pharmaceuticals","vutrisiran","https://www.amvuttra.com","https://www.amvuttra.com/themes/amvuttra/logo.svg","https://www.alnylam.com/sites/default/files/pdfs/amvuttra-us-prescribing-information.pdf"
"Amyvid","Eli Lilly and Company","Florbetapir F 18","https://www.amyvid.com","-","-"
"Anavip","Rare Disease Therapeutics, Inc.","crotalidae immune F(ab')2 (equine)","https://www.anavip.com","-","-"
"Andexxa","Alexion Pharmaceuticals, Inc.","coagulation factor Xa (recombinant), inactivated-zhzo","https://www.andexxa.com/","https://www.andexxa.com//content/dam/open-digital/andexxa-hcp/en/desktop/logo/andexxa-new-logo.svg","/content/dam/open-digital/andexxa-hcp/en/pdf/ANDEXXA-Pricing-Leave-Behind-Email-Website-Resource.pdf"
"Aplenzin","Bausch Health Companies Inc.","bupropion hydrobromide","https://www.aplenzin.com/","https://www.aplenzin.com//siteassets/img/img-109x291-logo2x.png","/siteassets/pdfs/aplenzin-pi.pdf, /siteassets/pdfs/aplenzin-pi.pdf#page=11, https://www.aplenzin.com/siteassets/pdfs/Aplenzin-PI.pdf#page=29, https://www.aplenzin.com/siteassets/pdfs/Aplenzin-PI.pdf"
"Apokyn","Supernus Pharmaceuticals, Inc.","apomorphine","https://www.apokyn.com","https://www.apokyn.com/themes/custom/apokyn_dtp_theme/logo.svg","/sites/all/themes/apokyn/content/resources/apokyn_pi.pdf, /sites/all/themes/apokyn/content/resources/Apokyn_PPI.pdf#page=1, /sites/all/themes/apokyn/content/resources/Apokyn_PPI.pdf#page=8"
"Aponvie","Heron Therapeutics, Inc.","aprepitant","https://www.aponvie.com","https://www.aponvie.com/media/content/images/aponvie-logo-color.png","/pdf/prescribing-information.pdf"
"Apretude","ViiV Healthcare","cabotegravir","https://www.apretude.com","-","-"
"Aptiom","Sunovion Pharmaceuticals Inc.","eslicarbazepine acetate","https://www.aptiom.com","https://www.aptiom.com/img/logos/Aptiom-Logo.svg","/Aptiom-Medication-Guide.pdf, /Aptiom-Medication-Guide.pdf, /files/doctor-discussion-guide.pdf, /Aptiom-Medication-Guide.pdf, /Aptiom-Prescribing-Information.pdf"
"Aralast","Takeda Pharmaceuticals","alpha1-proteinase inhibitor","https://www.aralast.com","https://www.aralast.com/Content/images/aralast-logo.svg","https://www.shirecontent.com/PI/PDFs/ARALASTNP_USA_ENG.pdf, https://www.shirecontent.com/PI/PDFs/ARALASTNP_USA_ENG.pdf"
"Aranesp","Amgen Inc.","darbepoetin alfa","https://www.aranesp.com/","https://www.aranesp.com/-/media/Themes/Amgen/Aranesp-com/Aranesp/images/Desktop/Landing-Page/A-LOGO125x.png","https://www.pi.amgen.com/~/media/amgen/repositorysites/pi-amgen-com/aranesp/ckd/aranesp_pi_hcp_english.pdf, https://www.pi.amgen.com/~/media/amgen/repositorysites/pi-amgen-com/aranesp/ckd/aranesp_mg_hcp_english.pdf, https://www.pi.amgen.com/~/media/amgen/repositorysites/pi-amgen-com/aranesp/ckd/aranesp_pi_hcp_english.pdf, https://www.pi.amgen.com/~/media/amgen/repositorysites/pi-amgen-com/aranesp/ckd/aranesp_mg_hcp_english.pdf"
"Arazlo","Ortho Dermatologics","tazarotene","https://www.arazlo.com/","https://www.arazlo.com//siteassets/img/arazlo-logo-black.svg","https://www.bauschhealth.com/portals/25/pdf/pi/arazlo-pi.pdf, https://www.bauschhealth.com/portals/25/pdf/pi/arazlo-pi.pdf, https://www.bauschhealth.com/portals/25/pdf/pi/arazlo-pi.pdf, https://www.bauschhealth.com/siteassets/pdf/bausch-health-companies-website-cookie-policy.pdf"
"Arcalyst","Regeneron Pharmaceuticals, Inc.","rilonacept","https://www.arcalyst.com/","https://www.arcalyst.com//sites/arcalyst.com/files/Arcalyst_Logo_REVISED_RGB.png","/PI.pdf, /Arcalyst-Instructions-for-Use.pdf, /pi.pdf, /Breakthrough-Patient-Product-Brochure.pdf, /doctor-discussion-guide.pdf"
"Xphozah 30 Mg","Ardelyx, Inc.","tenapanor","https://www.ardelyx.com/our-programs/xphozah","-","-"
"Arestin","OraPharma, Inc.","minocycline hydrochloride","https://www.arestin.com","https://www.arestin.com/siteassets/img/logo-100x200-arestin.png","/globalassets/bhc/pi/arestin-pi24.pdf, https://www.bauschhealth.com/siteassets/pdf/bausch-health-companies-website-cookie-policy.pdf"
